PRODUCT_CODE,ITEM,QUANTITY,OTHER,UNIT_PRICE,PRICE,EXPENSE_ROW,PAGENUMBER,INVOICE_ID,FILE_NAME,NAME,DATE,TOTAL
AA200695,"12X500ml Al Bayan shrink
6298044001303 /",15,6,16,126.00,"120 5% 6 126.00
12X500ml Al Bayan shrink 15 Case 16 50% 120.00
AA200695 6298044001303 /",1,9120736872,Agthia (13).pdf,Al Asima Grocery Branch,15.03.2023,126.00
AA200695,"12X500ml Al Bayan shrink
/",2,0,8,0.00,"0 5% 0 0.00
12X500ml Al Bayan shrink 2 Pack 8 0% 16.00
AA200695 6298044001303 /",1,9120736872,Agthia (13).pdf,Al Asima Grocery Branch,15.03.2023,126.00
AA3000421,"6X1.5L AA Bot Water SHK
Travel Promo",3.500,0,18.25,0.00,"6X1.5L AA Bot Water SHK
AA3000421 Travel Promo 3.500 Case 18.25 0% 63.88 0 5% 0 0.00",1,9120719578,Agthia (26).pdf,Silver Life Mini Mart L.L.C.,06.02.2023,162.89
AA3000417,12X500ml AA Bot Water SHK,4,3.65,18.25,76.65,"12X500ml AA Bot Water SHK
AA3000417 Travel Promo 4 Case 18.25 0% 0,00 73 5% 3.65 76.65",1,9120719578,Agthia (26).pdf,Silver Life Mini Mart L.L.C.,06.02.2023,162.89
AA3000421,"6X1.5L AA Bot Water SHK
Travel Promo",4.500,4.11,18.25,"86,24","6X1.5L AA Bot Water SHK
AA3000421 Travel Promo 4.500 Case 18.25 0% 0.00 82.13 5% 4.11 86,24",1,9120719578,Agthia (26).pdf,Silver Life Mini Mart L.L.C.,06.02.2023,162.89
AA3000417,"12X500ml AA Bot Water SHK
Travel Promo",4,0,18.25,0.00,"12X500ml AA Bot Water SHK
AA3000417 Travel Promo 4 Case 18.25 0% 73.00 0 5% 0 0.00",1,9120719578,Agthia (26).pdf,Silver Life Mini Mart L.L.C.,06.02.2023,162.89
AA200552,"12X500ml Al Ain Shrink
6291105810074 /",3,"2,74",18.25,57.49,"12X500ml Al Ain Shrink
AA200552 3 Case 18.25 0% 0.00 54.75 5% 2,74 57.49
6291105810074 /",1,9120728494,Agthia (29).pdf,Al Shmadan Grocery,25.02.2023,232.59
AA200552,"12X500ml Al Ain Shrink
6291105810074 /",2,0,"18,25","0,00","12X500ml Al Ain Shrink
AA200552 2 Case 18,25 0% 36.50 0 5% 0 0,00
6291105810074 /",1,9120728494,Agthia (29).pdf,Al Shmadan Grocery,25.02.2023,232.59
AA200475,"4X5 Ltr. Bot. Brown Carton New
6291100850150 /",5,4,16,84.00,"4X5 Ltr. Bot. Brown Carton New
AA200475 5 Case 16 0% 0.00 80 5% 4 84.00
6291100850150 /",1,9120728494,Agthia (29).pdf,Al Shmadan Grocery,25.02.2023,232.59
AA200475,"4X5 Ltr. Bot. Brown Carton New
6291100850150 /",2,0,16,0.00,"4X5 Ltr. Bot. Brown Carton New
AA200475 2 Case 16 0% 32.00 0 5% 0 0.00
6291100850150 /",1,9120728494,Agthia (29).pdf,Al Shmadan Grocery,25.02.2023,232.59
AA3000421,"6X1.5L AA Bot Water SHK
Travel Promo",2,1.83,18.25,38.33,"6X1.5L AA Bot Water SHK
AA3000421 Travel Promo 2 Case 18.25 0% 0,00 36.5 5% 1.83 38.33",1,9120728494,Agthia (29).pdf,Al Shmadan Grocery,25.02.2023,232.59
AA3000421,"6X1.5L AA Bot Water SHK
Travel Promo",3 Case,0,"18,25",0.00,"6X1.5L AA Bot Water SHK
AA3000421 Travel Promo 3 Case 18,25 0% 54.75 0 5% 0 0.00",1,9120728494,Agthia (29).pdf,Al Shmadan Grocery,25.02.2023,232.59
GM250129,"Flour No.1 FFS B2C- 20x1kg
Bag
6291101033439",10 Bag,2.51,"5,03",52.77,"Flour No.1 FFS B2C- 20x1kg
GM250129 Bag 10 Bag 5,03 0% 0,00 50.26 5% 2.51 52.77
6291101033439",1,9120728494,Agthia (29).pdf,Al Shmadan Grocery,25.02.2023,232.59
AA200478,"24x500mL Carton REGULAR
6291100850129 /",24,0,18.25,0.00,"24x500mL Carton REGULAR
AA200478 24 Case 18.25 0% 438,00 0 5% 0 0.00
6291100850129 /",1,9120737549,Agthia 1 (14).pdf,Udinoor Grocery,30.03.2023,six hundred dirham 47 / 100 only
AA200478,"24x500mL Carton REGULAR
6291100850129 /",25,22.8,18.25,479.05,"24x500mL Carton REGULAR
AA200478 25 Case 18.25 0% 0,00 456.25 5% 22.8 479.05
6291100850129 /",1,9120737549,Agthia 1 (14).pdf,Udinoor Grocery,30.03.2023,six hundred dirham 47 / 100 only
AA200483,"24x330ML Carton Regular
6291100850112 /",6,5.33,17.75,111.83,"24x330ML Carton Regular
AA200483 6 Case 17.75 0% 0,00 106,5 5% 5.33 111.83
6291100850112 /",1,9120737549,Agthia 1 (14).pdf,Udinoor Grocery,30.03.2023,six hundred dirham 47 / 100 only
AA200482,"12x1.5 AA Ltr Bot.Carton New
Log
6291100850143 /",10,0,18.25,0.00,"12x1.5 AA Ltr Bot.Carton New
AA200482 Log 10 Case 18.25 0% 182.50 0 5% 0 0.00
6291100850143 /",1,9120737549,Agthia 1 (14).pdf,Udinoor Grocery,30.03.2023,six hundred dirham 47 / 100 only
AA200552,"12X500ml Al Ain Shrink
6291105810074 /",1,"0,46",9.13,9.59,"12X500ml Al Ain Shrink
AA200552 1 Pack 9.13 0% 0.00 9.13 5% 0,46 9.59
6291105810074 /",1,9120737549,Agthia 1 (14).pdf,Udinoor Grocery,30.03.2023,six hundred dirham 47 / 100 only
AA200478,"24x500mL Carton REGULAR
6291100850129 /",17,0,18.25,"0,00","24x500mL Carton REGULAR
AA200478 17 Case 18.25 0% 310,25 0 5% 0 0,00
6291100850129 /",2,9120737549,Agthia 1 (14).pdf,Udinoor Grocery,30.03.2023,301.35
AA200478,"24x500mL Carton REGULAR
6291100850129 /",6,"5,48",18.25,114.98,"24x500mL Carton REGULAR
AA200478 6 Case 18.25 0% 0,00 109,5 5% 5,48 114.98
6291100850129 /",2,9120737549,Agthia 1 (14).pdf,Udinoor Grocery,30.03.2023,301.35
AA200483,"24x330ML Carton Regular
6291100850112 /",10,8.87,17.75,186.37,"24x330ML Carton Regular
AA200483 10 Case 17.75 0% 0,00 177.5 5% 8.87 186.37
6291100850112 /",2,9120737549,Agthia 1 (14).pdf,Udinoor Grocery,30.03.2023,301.35
AA200519,"6x1.5 L Al Ain Shrink
6291100850198 /",13,0,18.25,0.00,"6x1.5 L Al Ain Shrink
AA200519 13 Case 18.25 0% 237.25 0 5% 0 0.00
6291100850198 /",1,9120707764,Agthia (25).pdf,Mukarramah S/M,10.01.2023,258.70
AA200519,"6x1.5 I Al Ain Shrink
6291100850198 /",13.500,12.32,18.25,"258,70","6x1.5 I Al Ain Shrink
AA200519 13.500 Case 18.25 0% 0,00 246,38 5% 12.32 258,70
6291100850198 /",1,9120707764,Agthia (25).pdf,Mukarramah S/M,10.01.2023,258.70
AA200475,"4X5 Ltr. Bot. Brown Carton New
6291100850150 /",10,8,16,168.00,"4X5 Ltr. Bot. Brown Carton New
AA200475 10 Case 16 0% 0.00 160 5% 8 168.00
6291100850150 /",2,9120707764,Agthia (25).pdf,Mukarramah S/M,10.01.2023,220.77
AA200475,"4X5 Ltr. Bot. Brown Carton New
6291100850150 /",4,0,16,0.00,"4X5 Ltr. Bot. Brown Carton New
AA200475 4 Case 16 0% 64.00 0 5% 0 0.00
6291100850150 /",2,9120707764,Agthia (25).pdf,Mukarramah S/M,10.01.2023,220.77
GM250149,"Flour No.1 FFS B2C- 10x1kg
Bag
6291101033439 /",1,2.51,50.26,52.77,"Flour No.1 FFS B2C- 10x1kg
GM250149 Bag 1 Case 50.26 0% 0.00 50,26 5% 2.51 52.77
6291101033439 /",2,9120707764,Agthia (25).pdf,Mukarramah S/M,10.01.2023,220.77
AA200478,"24x500mL Carton REGULAR
6291100850129 /",6,"5,48",18.25,114.98,"24x500mL Carton REGULAR
AA200478 6 Case 18.25 0% 0.00 109.5 5% 5,48 114.98
6291100850129 /",1,9120730118,Agthia 2 (7).pdf,Kakat Ahamad Grocery,01.03.2023,507.81
AA200482,"12x1.5 AA Ltr Bot.Carton New
Log
6291100850143 /",20,18.24,18.25,"383,24","12x1.5 AA Ltr Bot.Carton New
AA200482 Log 20 Case 18.25 0% 0,00 365 5% 18.24 383,24
6291100850143 /",1,9120730118,Agthia 2 (7).pdf,Kakat Ahamad Grocery,01.03.2023,507.81
AA200519,"6x1.5 L Al Ain Shrink
6291100850198 /",1,"0,46",9.13,9.59,"6x1.5 L Al Ain Shrink
AA200519 1 Pack 9.13 0% 0.00 9.13 5% 0,46 9.59
6291100850198 /",1,9120730118,Agthia 2 (7).pdf,Kakat Ahamad Grocery,01.03.2023,507.81
AA200478,"24x500mL Carton REGULAR
6291100850129 /",26,0,18.25,"0,00","24x500mL Carton REGULAR
AA200478 26 Case 18.25 0% 474,50 0 5% 0 0,00
6291100850129 /",1,9120730118,Agthia 2 (7).pdf,Kakat Ahamad Grocery,01.03.2023,507.81
AA200483,"24x330ML Carton Regular
6291100850112 /",5,4.44,17.75,93.19,"24x330ML Carton Regular
AA200483 5 Case 17.75 0% 0.00 88.75 5% 4.44 93.19
6291100850112 /",1,9120732173,Agthia 3 (5).pdf,Al Mathalla Grocery,06.03.2023,150.68
AA200478,"24x500mL Carton REGULAR
6291100850129 /",8,0,18.25,0.00,"24x500mL Carton REGULAR
AA200478 8 Case 18.25 0% 146.00 0 5% 0 0.00
6291100850129 /",1,9120732173,Agthia 3 (5).pdf,Al Mathalla Grocery,06.03.2023,150.68
AA200552,"12X500ml Al Ain Shrink
6291105810074 /",0.500,0,18.25,0.00,"12X500ml Al Ain Shrink
AA200552 0.500 Case 18.25 0% 9.13 0 5% 0 0.00
6291105810074 /",1,9120732173,Agthia 3 (5).pdf,Al Mathalla Grocery,06.03.2023,150.68
AA200478,"24x500mL Carton REGULAR
6291100850129 /",3,2.74,18.25,57.49,"24x500mL Carton REGULAR
AA200478 3 Case 18.25 0% 0,00 54.75 5% 2.74 57.49
6291100850129 /",1,9120732173,Agthia 3 (5).pdf,Al Mathalla Grocery,06.03.2023,150.68
AA202043,Al-Ain Olive Oil Regular250 ml,4,2.75,"13,75",57.75,"Al-Ain Olive Oil Regular250 ml
AA202043 4 Piece 13,75 0% 0,00 55 5% 2.75 57.75",1,503,Agthia (30).pdf,Al Nasah Grocery,15.02.2023,five hundred sixty dirham 96 / 100 only
AA202043,Al-Ain Olive Oil Regular250 ml,2,0,13.75,0.00,"Al-Ain Olive Oil Regular250 ml
AA202043 2 Piece 13.75 0% 27.50 0 5% 0 0.00",1,503,Agthia (30).pdf,Al Nasah Grocery,15.02.2023,five hundred sixty dirham 96 / 100 only
AA3000409,24X330ml AA Bot Water CTN,27,"23,96",17.75,503.21,"24X330ml AA Bot Water CTN
AA3000409 Travel Promo 27 Case 17.75 0% 0.00 479.25 5% 23,96 503.21",1,503,Agthia (30).pdf,Al Nasah Grocery,15.02.2023,five hundred sixty dirham 96 / 100 only
AA3000414,24X500ml AA Bot Water CTN,26,0,18.25,0.00,"24X500ml AA Bot Water CTN
AA3000414 Travel Promo 26 Case 18.25 0% 474.50 0 5% 0 0.00",1,503,Agthia (30).pdf,Al Nasah Grocery,15.02.2023,five hundred sixty dirham 96 / 100 only
AA3000421,6X1.5L AA Bot Water SHK,0.500,0,18.25,0.00,"6X1.5L AA Bot Water SHK
AA3000421 Travel Promo 0.500 Case 18.25 0% 9.13 0 5% 0 0.00",1,503,Agthia (30).pdf,Al Nasah Grocery,15.02.2023,five hundred sixty dirham 96 / 100 only
AA3000421,6X1.5L AA Bot Water SHK,1,0.46,9.13,"9,59","6X1.5L AA Bot Water SHK
AA3000421 Travel Promo 1 Pack 9.13 0% 0.00 9.13 5% 0.46 9,59",1,9120721023,Agthia 1 (18).pdf,Danat Al Qua Grocery-(Cash),09.02.2023,two hundred fifty-eight dirham 70/100 only
AA3000414,24X500ml AA Bot Water CTN,3,2.74,18.25,57.49,"24X500ml AA Bot Water CTN
AA3000414 Travel Promo 3 Case 18.25 0% 0,00 54.75 5% 2.74 57.49",1,9120721023,Agthia 1 (18).pdf,Danat Al Qua Grocery-(Cash),09.02.2023,two hundred fifty-eight dirham 70/100 only
AA3000419,Travel Promo,10,9.12,18.25,191.62,"AA3000419 Travel Promo 10 Case 18.25 0% 0,00 182,5 5% 9.12 191.62",1,9120721023,Agthia 1 (18).pdf,Danat Al Qua Grocery-(Cash),09.02.2023,two hundred fifty-eight dirham 70/100 only
AA3000414,24X500ml AA Bot Water CTN,13,0,18.25,0.00,"24X500ml AA Bot Water CTN
AA3000414 Travel Promo 13 Case 18.25 0% 237.25 0 5% 0 0.00",1,9120721023,Agthia 1 (18).pdf,Danat Al Qua Grocery-(Cash),09.02.2023,two hundred fifty-eight dirham 70/100 only
AA3000417,12X500ml AA Bot Water SHK,1,"0,46","9,13",9.59,"12X500ml AA Bot Water SHK
AA3000417 Travel Promo 1 Pack 9,13 0% 0,00 9.13 5% 0,46 9.59",1,9120721038,Agthia 3 (4).pdf,Rowda Mezyad Grocery,09.02.2023,258.70
AA3000419,12X1.5L AA Bot Water CTN,1,0,18.25,0.00,"12X1.5L AA Bot Water CTN
AA3000419 Travel Promo 1 Case 18.25 0% 18.25 0 5% 0 0.00",1,9120721038,Agthia 3 (4).pdf,Rowda Mezyad Grocery,09.02.2023,258.70
AA3000419,Travel Promo,13,11.86,18.25,249.11,"AA3000419 Travel Promo 13 Case 18.25 0% 0,00 237.25 5% 11.86 249.11",1,9120721038,Agthia 3 (4).pdf,Rowda Mezyad Grocery,09.02.2023,258.70
AA3000414,Travel Promo,12,0,18.25,0.00,AA3000414 Travel Promo 12 Case 18.25 0% 219.00 0 5% 0 0.00,1,9120721038,Agthia 3 (4).pdf,Rowda Mezyad Grocery,09.02.2023,258.70
AA3000409,24X330ml AA Bot Water CTN,5,4.44,17.75,93.19,"24X330ml AA Bot Water CTN
AA3000409 Travel Promo 5 Case 17.75 0% 0.00 88.75 5% 4.44 93.19",1,9120725704,Agthia 3 (9).pdf,Al Mathalla Grocery,20.02.2023,150.68
AA3000414,24X500ml AA Bot Water CTN,3,0,18.25,0.00,"24X500ml AA Bot Water CTN
AA3000414 Travel Promo 3 Case 18.25 0% 54.75 0 5% 0 0.00",1,9120725704,Agthia 3 (9).pdf,Al Mathalla Grocery,20.02.2023,150.68
AA3000421,6X1.5L AA Bot Water SHK,0.500,0,18.25,"0,00","6X1.5L AA Bot Water SHK
AA3000421 Travel Promo 0.500 Case 18.25 0% 9.13 0 5% 0 0,00",1,9120725704,Agthia 3 (9).pdf,Al Mathalla Grocery,20.02.2023,150.68
AA3000419,Travel Promo,4,0,18.25,0.00,AA3000419 Travel Promo 4 Case 18.25 0% 73.00 0 5% 0 0.00,1,9120725704,Agthia 3 (9).pdf,Al Mathalla Grocery,20.02.2023,150.68
AA3000414,24X500ml AA Bot Water CTN,2,1.83,18.25,38.33,"24X500ml AA Bot Water CTN
AA3000414 Travel Promo 2 Case 18.25 0% 0.00 36.5 5% 1.83 38.33",1,9120725704,Agthia 3 (9).pdf,Al Mathalla Grocery,20.02.2023,150.68
AA200478,"24x500mL Carton REGULAR
6291100850129 /",51 Case,0,18.25,0.00,"24x500mL Carton REGULAR
AA200478 51 Case
6291100850129 / 18.25 0% 930.75 0 5% 0 0.00",1,9120731660,Agthia 4 (6).pdf,Lulu Su.M,18.03.2023,nine hundred thirty-one dirham 88/100 only
AA200483,"24x330ML Carton Regular
6291100850112 /",50 Case,44.38,17.75,931.88,"24x330ML Carton Regular
AA200483 50 Case
6291100850112 / 17.75 0% 0.00 887,5 5% 44.38 931.88",1,9120731660,Agthia 4 (6).pdf,Lulu Su.M,18.03.2023,nine hundred thirty-one dirham 88/100 only
AA200478,"24x500mL Carton REGULAR
6291100850129 /",25,22.81,18.25,479.06,"24x500mL Carton REGULAR
25 Case 18.25 0% 0.00 456.25 5% 22.81 479.06
AA200478
6291100850129 /",2,9120731660,Agthia 4 (6).pdf,Lulu Su.M,18.03.2023,958.13
AA200478,"24x500mL Carton REGULAR
6291100850129 /",51,0,18.25,"0,00","24x500mL Carton REGULAR
AA200478 51 Case 18.25 0% 930.75 0 5% 0 0,00
6291100850129 /",2,9120731660,Agthia 4 (6).pdf,Lulu Su.M,18.03.2023,958.13
AA200482,"12x1.5 AA Ltr Bot.Carton New
Log
6291100850143 /",25,22.82,18.25,479.07,"12x1.5 AA Ltr Bot.Carton New
25 Case 18.25 0% 0,00 456.25 5% 22.82 479.07
AA200482 Log
6291100850143 /",2,9120731660,Agthia 4 (6).pdf,Lulu Su.M,18.03.2023,958.13
AA3000407,24X200ml AA Bot Water SHK,12,10.35,17.25,217.35,"24X200ml AA Bot Water SHK
AA3000407 Travel Promo 12 Case 17.25 0% 0,00 207 5% 10.35 217.35",1,9120723530,Agthia 3 (7).pdf,Shabab Al Wathba Car,14.02.2023,254.63
AA3000409,24X330ml AA Bot Water CTN,2,1.78,17.75,37.28,"24X330ml AA Bot Water CTN
AA3000409 Travel Promo 2 Case 17.75 0% 0,00 35,5 5% 1.78 37.28",1,9120723530,Agthia 3 (7).pdf,Shabab Al Wathba Car,14.02.2023,254.63
AA3000414,24X500ml AA Bot Water CTN,5,0,18.25,"0,00","24X500ml AA Bot Water CTN
AA3000414 Travel Promo 5 Case 18.25 0% 91.25 0 5% 0 0,00",1,9120723530,Agthia 3 (7).pdf,Shabab Al Wathba Car,14.02.2023,254.63
AA3000409,24X330ml AA Bot Water CTN,8,0,17.75,0.00,"24X330ml AA Bot Water CTN
AA3000409 Travel Promo 8 Case 17.75 0% 142.00 0 5% 0 0.00",1,9120723530,Agthia 3 (7).pdf,Shabab Al Wathba Car,14.02.2023,254.63
AA200519,"6x1.5 L AI Ain Shrink
6291100850198 /",7,6.39,18.25,134.14,"6x1.5 L AI Ain Shrink
7 Case 18.25 0% 0.00 127.75 5% 6.39 134.14
AA200519
6291100850198 /",1,9120720529,Agthia 2 (9).pdf,AI Kuwaitat Way Grocery,11.01.2023,258.70
AA200519,"6x1.5 L AI Ain Shrink
6291100850198 /",13,0,18.25,0.00,"6x1.5 L AI Ain Shrink
13 Case 18.25 0% 237.25 0 5% 0 0.00
AA200519
6291100850198 /",1,9120720529,Agthia 2 (9).pdf,AI Kuwaitat Way Grocery,11.01.2023,258.70
AA200552,"12X500ml Al Ain Shrink
6291105810074 /",6.500,5.93,18.25,124.56,"12X500ml Al Ain Shrink
AA200552 6.500 Case 18.25 0% 0,00 118.63 5% 5.93 124.56
6291105810074 /",1,9120720529,Agthia 2 (9).pdf,AI Kuwaitat Way Grocery,11.01.2023,258.70
AA200475,"4X5 Ltr. Bot. Brown Carton New
6291100850150 /",8,6.4,16,134.40,"4X5 Ltr. Bot. Brown Carton New
AA200475 8 Case
6291100850150 / 16 0% 0.00 128 5% 6.4 134.40",2,9120720529,Agthia 2 (9).pdf,AI Kuwaitat Way Grocery,11.01.2023,642.21
AA3000417,12X500ml AA Bot Water SHK,10,9.13,18.25,191.63,"12X500ml AA Bot Water SHK
AA3000417 Travel Promo 10 Case 18.25 0% 0,00 182.5 5% 9.13 191.63",2,9120720529,Agthia 2 (9).pdf,AI Kuwaitat Way Grocery,11.01.2023,642.21
AA200475,"4X5 Ltr. Bot. Brown Carton New
6291100850150 /",2,0,16,0.00,"4X5 Ltr. Bot. Brown Carton New
AA200475 2 Case
6291100850150 / 16 0% 32.00 0 5% 0 0.00",2,9120720529,Agthia 2 (9).pdf,AI Kuwaitat Way Grocery,11.01.2023,642.21
AA3000421,6X1.5L AA Bot Water SHK,16.500,15.05,18.25,316.18,"6X1.5L AA Bot Water SHK
AA3000421 Travel Promo 16.500 Case 18.25 0% 0.00 301.13 5% 15.05 316.18",2,9120720529,Agthia 2 (9).pdf,AI Kuwaitat Way Grocery,11.01.2023,642.21
AA3000421,6X1.5L AA Bot Water SHK,26.500,0,18.25,0.00,"6X1.5L AA Bot Water SHK
AA3000421 Travel Promo 26.500 Case 18.25 0% 483.63 0 5% 0 0.00",2,9120720529,Agthia 2 (9).pdf,AI Kuwaitat Way Grocery,11.01.2023,642.21
AA202296,Al Ain TP 48*135GM 22: 24 Tetr,1,2.7,54,"56,70","Al Ain TP 48*135GM 22: 24 Tetr
AA202296 1 Case 54 0% 0,00 54 5% 2.7 56,70",1,9120715572,Agthia (28).pdf,Superior Market LLC,27.01.2023,984.64
AA202364,Al Ain Olive oil 12x500ml,4,3.83,19.17,80.50,"Al Ain Olive oil 12x500ml
4 Piece
AA202364 19.17 0% 0,00 76.67 5% 3.83 80.50",1,9120715572,Agthia (28).pdf,Superior Market LLC,27.01.2023,984.64
AA200769,"6x1.5L Al Ain Zero shrink
6291105811279 /",15,15.38,20.5,322.88,"6x1.5L Al Ain Zero shrink
AA200769 15 Case 20.5 0% 0,00 307,5 5% 15.38 322.88
6291105811279 /",1,9120715572,Agthia (28).pdf,Superior Market LLC,27.01.2023,984.64
AA200769,"6x1.5L Al Ain Zero shrink
6291105811279 /",8,0,20.5,0.00,"6x1.5L Al Ain Zero shrink
AA200769 8 Case 20.5 0% 164.00 0 5% 0 0.00
6291105811279 /",1,9120715572,Agthia (28).pdf,Superior Market LLC,27.01.2023,984.64
AA202043,Al-Ain Olive Oil Regular250 ml,4,2.17,10.83,45.50,"Al-Ain Olive Oil Regular250 ml
AA202043 4 Piece 10.83 0% 0,00 43.33 5% 2.17 45.50",1,9120715572,Agthia (28).pdf,Superior Market LLC,27.01.2023,984.64
AA202043,Al-Ain Olive Oil Regular250 ml,2,0,10.83,0.00,"Al-Ain Olive Oil Regular250 ml
AA202043 2 Piece 10.83 0% 21.67 0 5% 0 0.00",1,9120715572,Agthia (28).pdf,Superior Market LLC,27.01.2023,984.64
AA202364,Al Ain Olive oil 12x500ml,2,0,19.17,"0,00","Al Ain Olive oil 12x500ml
AA202364 2 Piece 19.17 0% 38.33 0 5% 0 0,00",1,9120715572,Agthia (28).pdf,Superior Market LLC,27.01.2023,984.64
AA3000421,"6X1.5L AA Bot Water SHK
Travel Promo",25,22.81,18.25,479.06,"6X1.5L AA Bot Water SHK
AA3000421 Travel Promo 25 Case 18.25 0% 0,00 456.25 5% 22.81 479.06",1,9120715572,Agthia (28).pdf,Superior Market LLC,27.01.2023,984.64
AA3000421,"6X1.5L AA Bot Water SHK
Travel Promo",23,0,18.25,"0,00","6X1.5L AA Bot Water SHK
AA3000421 Travel Promo 23 Case 18.25 0% 419.75 0 5% 0 0,00",1,9120715572,Agthia (28).pdf,Superior Market LLC,27.01.2023,984.64
undefined,undefined,undefined,5.00,undefined,105.00,5.00 105.00,1,389552,Agthia 4 (11).pdf,Mai Safa Water Factory LLC,23/02/2023,105.00
undefined,undefined,undefined,undefined,undefined,78.75,78.75,2,389552,Agthia 4 (11).pdf,Mai Safa Water Factory LLC,23/02/2023,78.75
AA200475,"4X5 Ltr. Bot. Brown Carton New
6291100850150 /",10 Case,8,16,168.00,"4X5 Ltr. Bot. Brown Carton New
AA200475 10 Case 16 0% 0.00 160 5% 8 168.00
6291100850150 /",1,9120710879,Agthia (23).pdf,Picnic S/M,17.01.2023,168.00
AA200475,"4X5 Ltr. Bot. Brown Carton New
6291100850150 /",4 Case,0,16,"0,00","4X5 Ltr. Bot. Brown Carton New
AA200475 4 Case 16 0% 64.00 0 5% 0 0,00
6291100850150 /",1,9120710879,Agthia (23).pdf,Picnic S/M,17.01.2023,168.00
AA200478,"24x500mL Carton REGULAR
6291100850129 /",2,1.83,18.25,38.33,"24x500mL Carton REGULAR
AA200478 2 Case 18.25 0% 0.00 36.5 5% 1.83 38.33
6291100850129 /",1,9120722540,Agthia 2 (3).pdf,Ahmad Al Shamsi Grocery,18.03.2023,143.00
AA200519,"6x1.5 L Al Ain Shrink
6291100850198 /",0.500,0,18.25,"0,00","6x1.5 L Al Ain Shrink
AA200519 0.500 Case 18.25 0% 9.13 0 5% 0 0,00
6291100850198 /",1,9120722540,Agthia 2 (3).pdf,Ahmad Al Shamsi Grocery,18.03.2023,143.00
AA200483,"24x330ML Carton Regular
6291100850112 /",6,5.32,17.75,111.82,"24x330ML Carton Regular
AA200483 6 Case 17.75 0% 0,00 106,5 5% 5.32 111.82
6291100850112 /",1,9120722540,Agthia 2 (3).pdf,Ahmad Al Shamsi Grocery,18.03.2023,143.00
AA200478,"24x500mL Carton REGULAR
6291100850129 /",6,0,18.25,0.00,"24x500mL Carton REGULAR
AA200478 6 Case 18.25 0% 109.50 0 5% 0 0.00
6291100850129 /",1,9120722540,Agthia 2 (3).pdf,Ahmad Al Shamsi Grocery,18.03.2023,143.00
AA200483,"24x330ML Carton Regular
6291100850112 /",2,0,17.75,0.00,"24x330ML Carton Regular
AA200483 2 Case 17.75 0% 35.50 0 5% 0 0.00
6291100850112 /",1,9120722540,Agthia 2 (3).pdf,Ahmad Al Shamsi Grocery,18.03.2023,143.00
AA3000409,24X330ml AA Bot Water CTN,6,5.32,17.75,111.82,"24X330ml AA Bot Water CTN
6 Case 17.75 0% 0,00 106.5 5% 5.32 111.82
AA3000409 Travel Promo",2,9120722540,Agthia 2 (3).pdf,Ahmad Al Shamsi Grocery,18.03.2023,150.15
AA3000414,24X500ml AA Bot Water CTN,3,0,18.25,0.00,"24X500ml AA Bot Water CTN
3 Case 18.25 0% 54.75 0 5% 0 0.00
AA3000414 Travel Promo",2,9120722540,Agthia 2 (3).pdf,Ahmad Al Shamsi Grocery,18.03.2023,150.15
AA3000409,24X330ml AA Bot Water CTN,4,0,17.75,0.00,"24X330ml AA Bot Water CTN
4 Case 17.75 0% 71.00 0 5% 0 0.00
AA3000409 Travel Promo",2,9120722540,Agthia 2 (3).pdf,Ahmad Al Shamsi Grocery,18.03.2023,150.15
AA3000417,12X500ml AA Bot Water SHK,0.500,0,18.25,"0,00","12X500ml AA Bot Water SHK
0.500 Case 18.25 0% 9.13 0 5% 0 0,00
AA3000417 Travel Promo",2,9120722540,Agthia 2 (3).pdf,Ahmad Al Shamsi Grocery,18.03.2023,150.15
AA3000414,"24X500ml AA Bot Water CTN
Travel Promo",2,1.83,18.25,38.33,"24X500ml AA Bot Water CTN
2 Case 18.25 0% 0,00 36.5 5% 1.83 38.33
AA3000414 Travel Promo",2,9120722540,Agthia 2 (3).pdf,Ahmad Al Shamsi Grocery,18.03.2023,150.15
AA3000421,"6X1.5L AA Bot Water SHK
Travel Promo",8.500,0,18.25,0.00,"6X1.5L AA Bot Water SHK
AA3000421 Travel Promo 8.500 Case 18.25 0% 155.13 0 5% 0 0.00",1,9120737418,Agthia .pdf,Anwar Al Ain Grocery,04.03.2023,153.30
AA3000421,"6X1.5L AA Bot Water SHK
Travel Promo",8 Case,7.3,18.25,153.30,"6X1.5L AA Bot Water SHK
AA3000421 Travel Promo 8 Case 18.25 0% 0,00 146 5% 7.3 153.30",1,9120737418,Agthia .pdf,Anwar Al Ain Grocery,04.03.2023,153.30
AA200552,"12X500ml Al Ain Shrink
6291105810074 /",10,9.13,18.25,191.63,"12X500ml Al Ain Shrink
AA200552 10 Case 18.25 0% 0,00 182.5 5% 9.13 191.63
6291105810074 /",2,9120737418,Agthia .pdf,Anwar Al Ain Grocery,04.03.2023,VAT four hundred seventy-nine dirham 06 / 100 only
AA200519,"6x1.5 L Al Ain Shrink
6291100850198 /",15,"13,68",18.25,287.43,"6x1.5 L Al Ain Shrink
AA200519 15 Case 18.25 0% 0,00 273.75 5% 13,68 287.43
6291100850198 /",2,9120737418,Agthia .pdf,Anwar Al Ain Grocery,04.03.2023,VAT four hundred seventy-nine dirham 06 / 100 only
